String ID,ENGLISH_IDS,FRENCH_IDS,GERMAN_IDS,ITALIAN_IDS,SPANISH_IDS,SWEDISH_IDS,PORTUGUESE_ID,DescID,Conditionals,Comments,OrigFile,,,,

0,"Hello, World!",,,,,,,IDS_HelloWorld,fe|needh,,!None,DO NOT TRANSLATE,,, 
1,This is an English sentence,,,,,,,IDS_Sentence,fe|needh,,!None,DO NOT TRANSLATE,,,
2,"""This string is in quotes""",,,,,,,IDS_Quotes,fe|needh,,!None,DO NOT TRANSLATE,,,

25,A color,,,,,,,,fe,,!donttouchme,DO NOT TRANSLATE,,,

30,knockout,défi Porsche,Knockout,knockout,a muerte,utslagstävling,eliminatória,IDS_KNOCKOUT,fe|needh,,!modeselectionbox,,,,
31,quick race,course immédiate,Schnelles Rennen,gara veloce,carrera rápida,snabblopp,corrida rápida,IDS_QUICKRACE,fe|needh,,!modeselectionbox,,,,
32,eat the time,duel au chrono,Zeitrennen,gara contro il tempo,contrarreloj,tidsjakt,corrida contra o relógio,IDS_EATTHETIME,fe|needh,,!modeselectionbox,,,,
33,quick knockout,défi immédiat,Schnelles Knockout,knockout veloce,a muerte rápida,snabb utslagstävling,eliminatória rápida,IDS_QUICKKNOCKOUT,fe|needh,,!modeselectionbox,,,,
34,endurance,endurance,Ausdauerrennen,resistenza,resistencia,långlopp,enduro,IDS_ENDURANCE,fe|needh,,!modeselectionbox,,,,

50,no cars owned,vous ne possédez aucune voiture,Keine Wagen im Besitz,nessuna macchina,no tienes coche,inga bilar i ägo,você não possui carros,IDS_NOCARSOWNED,fe|needh,,!misctext,,,,
51,no cars for sale,aucune auto à vendre,Keine Wagen zu verkaufen,nessuna auto in vend.,no hay coches en venta,inga bilar till salu,não há carros à venda,IDS_NOCARSFORSALE,fe|needh,,!misctext,,,,

60,You cannot place this car on the Used Car market. You must have at least one car in your garage.,Vous ne pouvez pas mettre cette auto sur le marché de l'occasion. Vous devez avoir au moins une voiture dans votre garage.,"Du kannst diesen Wagen nicht zum Verkauf anbieten, da wenigstens ein Wagen in Deiner Garage bleiben muß.",Non puoi vendere questa auto. Devi possederne almeno una.,No puedes colocar este coche en el mercado de segunda mano.Debes tener al menos un coche en tu garage.,Du kan inte placera denna bil på säljmarknaden. Du måste ha åtminstone en bil i garaget.,Você não pode colocar este carro no Mercado de Carros Usados. Você precisa ter pelo menos um carro em sua Garagem.,IDS_ATLEASTONE,fe|needh,,!carrestrictions,
61,"Sorry, you cannot purchase more than 80 cars.","Désolé, vous ne pouvez pas acquérir plus de 80 voitures.",Du kannst nicht mehr als 80 Wagen kaufen.,"Spiacente, ma non puoi possedere più di 80 auto.","Lo siento, no puedes adquirir más de 80 coches.","Ledsen, du kan inte köpa fler än 80st bilar.","Desculpe, você não pode comprar mais de 80 carros",IDS_NOMORETHANEIGHTY,fe|needh,,!carrestrictions,

70,dolby surround,dolby surround,Dolby Surround,dolby surround,dolby surround,dolby surround,dolby surround,,fe,,!audio,
71,directsound 3d,directsound 3d,Directsound 3D,sonoro 3d,directsound 3d,directsound 3d,directsound 3d,,fe,,!audio,
72,#,#,#,#,#,#,#,,fe,,!langames,DO NOT TRANSLATE

77,The auto-patch file has become corrupted. Please re-install the game into an empty directory if you want to play internet multiplayer.,Le fichier de la mise à jour automatique est corrompu. Veuillez réinstaller le jeu dans un répertoire vide si vous souhaitez faire des parties sur Internet.,"Das Auto-Update ist fehlgeschlagen. Bitte installiere das Spiel erneut in ein leeres Verzeichnis, wenn Du im Internet spielen möchtest.",Il file di aggiornamento automatico è danneggiato. Reinstalla il gioco in una nuova cartella.,El autoparche ha llegado corrupto. Por favor reinstala el juego en un nuevo directorio.,Uppdateringsfilen har blivit korrupt. Ominstallera spelet till en annan katalog.,"O arquivo auto-patch está corrompido. Po favor, reinstale o jogo em um diretório vazio para poder acessar o modo multi-jogador via internet.",IDS_CHECKFORUPDATESFAIL,fe|needh,,!comms,
78,Checking for updates...,Vérification des mises à jour...,Suche nach Updates ...,Controllo aggiornamenti,Buscando actualizaciones…,Letar efter uppdateringar…,Procurando por atualizações...,IDS_CHECKFORUPDATES,fe|needh,,!comms,
79,The server is running a different version.  You will need to update your game.,Le serveur utilise une version différente. Vous devrez mettre à jour votre version du jeu.,Der Server benutze eine andere Version. Bitte update das Spiel.,Il server non sta usando la tua stessa versione.,El servidor ejecuta otra versión.  Necesitas actualizar tu versión.,Värden har en annan version av spelet. Du behöver uppdatera ditt spel.,Este servidor está rodando uma versão diferente. Você deve atualizar a sua versão do jogo.,IDS_HOSTDIFFVERSION,fe|needh,,!comms,


201,home,origine,Pos 1,home,Inicio,home,home,IDS_HOME,fe|needh,,!controllers,
202,page up,haut page,Bild aufwärts,pag su,Re Pág,page up,page up,IDS_PAGEUP,fe|needh,,!controllers,
203,page down,bas page,Bild abwärts,pag giù,Av Pág,page down,page down,IDS_PAGEDOWN,fe|needh,,!controllers,
204,end,fin,Ende,fine,Fin,end,end,IDS_END,fe|needh,,!controllers
205,insert,inser,Einfg,ins,Insert,insert,insert,IDS_INSERT,fe|needh,,!controllers
206,delete,suppr,Entf,canc,Supr,delete,delete,IDS_DELETE,fe|needh,,!controllers
207,space,espace,Leertaste,spazio,Espacio,mellanslag,barra de espaço,IDS_SPACE,fe|needh,,!controllers
208,keyboard %s,clavier %s,Tastatur %s,tasto %s,tecla %s,tangentbord %s,teclado %s,IDS_KEYBOARDS,fe|needh,,!controllers
209,x axis,axe x,X-Achse,asse x,eje x,x-axel,eixo x,IDS_XAXIS,fe|needh,,!controllers
210,y axis,axe y,Y-Achse,asse y,eje y,y-axel,eixo y,IDS_YAXIS,fe|needh,,!controllers
211,z axis,axe z,Z-Achse,asse z,eje z,z-axel,eixo z,IDS_ZAXIS,fe|needh,,!controllers
212,x rotation axis,axe de rotation x,X-Rotationsachse,rotazione asse x,rotación eje x,x-rotationsaxel,eixo de rotação x,IDS_XROTATIONAXIS,fe|needh,,!controllers
213,y rotation axis,axe de rotation y,Y-Rotationsachse,rotazione asse y,rotación eje y,y-rotationsaxel,eixo de rotação y,IDS_YROTATIONAXIS,fe|needh,,!controllers
214,z rotation axis,axe de rotation z,Z-Rotationsachse,rotazione asse z,rotación eje z,z-rotationsaxel,eixo de rotação z,IDS_ZROTATIONAXIS,fe|needh,,!controllers
215,slider a,trim a,Schieberegler A,slider a,barra a,skjutreglage a,controle a,IDS_SLIDERA,fe|needh,,!controllers
216,slider b,trim b,Schieberegler B,slider b,barra b,skjutreglage b,controle b,IDS_SLIDERB,fe|needh,,!controllers
217,%s pov %d,%s pdv %d,%s Coolie-Hat %d,%s pov %d,%s pov %d,%s pov %d,%s pv %d,IDS_SPOVD,fe|needh,,!controllers
218,%s Button %d,%s Bouton %d,%s Button %d,%s tasto %d,%s Botón %d,%s knapp %d,%s Botão %d,IDS_SBUTTOND,fe|needh,,!controllers
219,joystick %d,Joystick %d,Joystick %d,joystick %d,Joystick %d,joystick %d,joystick %d,IDS_JOYSTICKD,fe|needh,,!controllers

250,done,terminé,Fertig,fatto,aceptar,klar,ok,,fe,"used on many screens... If you change it, be careful",!usedallover
251,Please enter decal number,Merci d'indiquer votre n° de course,Bitte Sticker-Nummer eingeben:,Inserire un numero decimale,Por favor introduce tu numero,Skriv dekalnummer,Digite o número do decalque,IDS_ENTERDECALNUM,fe|needh,,!decalnum

280,ready,prêt,Fertig,pronto,listo,klar,pronto,IDS_READY,fe|needh,,!extrastuff
281,input exchange,entrée,Datentransfer,scambio info,cambiar receptor,indata,input,IDS_INPUTEXCHANGE,fe|needh,,!extrastuff
282,positional,positions,Transf. Wageninfo,posizione,posicional,positionell,posicional,IDS_POSITIONAL,fe|needh,,!extrastuff
283,racing,en course,Rennen,gara,corriendo,racing,correndo,IDS_RACING,fe|needh,,!extrastuff
284, ---, ---,---,---, ---, ---,---,IDS_NOTRACING,fe|needh,,!extrastuff

286,"Sorry, that game is full.","Désolé, mais cette course est au complet.",Leider ist das Spiel bereits voll.,Non disp.,"Perdona, esta partida está completa.","Tyvärr, spelet är fullt","Desculpe, este jogo está lotado.",IDS_SORRYGAMEFULL,fe|needh,,!multiplayerstuff
287,empty,libre,leer,Vuoto,vacio,tom,Vazio,IDS_EMPTYPLAYER,fe|needh,,!multiplayerstuff

299,N/A,NA,N/V,non disp.,N/D,Ej tillg.,N/A,IDS_NA,fe|needh,,!trackname
300,Normandie,Normandie,Normandie,Normandie,Normandie,Normandie,Normandie,IDS_FIRSTTRACKNAME,fe|needh,,!trackname
301,Schwarzwald,Schwarzwald,Schwarzwald,Schwarzwald,Schwarzwald,Schwarzwald,Schwarzwald,,fe,,!trackname
302,Corsica,Corsica,Corsica,Corsica,Corsica,Corsica,Corsica,,fe,,!trackname
303,Côte d'Azur,Côte d'Azur,Côte d'Azur,Côte d'Azur,Côte d'Azur,Côte d'Azur,Côte d'Azur,,fe,"Note to Arlaine: Changed, but not localized",!trackname
304,Pyrénées,Pyrénées,Pyrénées,Pyrénées,Pyrénées,Pyrénées,Pyrénées,,fe,,!trackname
305,Alps,Alps,Alps,Alps,Alps,Alps,Alps,,fe,"Note to Arlaine: Changed, but not localized",!trackname
306,Auvergne,Auvergne,Auvergne,Auvergne,Auvergne,Auvergne,Auvergne,,fe,,!trackname
307,Autobahn,Autobahn,Autobahn,Autobahn,Autobahn,Autobahn,Autobahn,,fe,,!trackname
308,Monte Carlo Circuit 1,Monte Carlo Circuit 1,Monte Carlo Kurs 1,Monte Carlo Circuit 1,Monte Carlo Circuit 1,Monte Carlo Bana 1,Monte Carlo Circuit 1,,fe,,!trackname
309,Zone Industrielle,Zone Industrielle,Zone Industrielle,Zone Industrielle,Zone Industrielle,Zone Industrielle,Zone Industrielle,,fe,,!trackname
310,Normandie,Normandie,Normandie,Normandie,Normandie,Normandie,Normandie,,fe,,!trackname
311,Skid Pad,SkidPad,SkidPad,SkidPad,SkidPad,SkidPad,SkidPad,,fe,,!trackname
312,Monte Carlo Circuit 2,Monte Carlo Circuit 2,Monte Carlo Kurs 2,Monte Carlo Circuit 2,Monte Carlo Circuit 2,Monte Carlo Bana 2,Monte Carlo Circuit 2,,fe,,!trackname
313,Monte Carlo Circuit 3,Monte Carlo Circuit 3,Monte Carlo Kurs 3,Monte Carlo Circuit 3,Monte Carlo Circuit 3,Monte Carlo Bana 3,Monte Carlo Circuit 3,,fe,,!trackname
314,Monte Carlo Circuit 4,Monte Carlo Circuit 4,Monte Carlo Kurs 4,Monte Carlo Circuit 4,Monte Carlo Circuit 4,Monte Carlo Bana 4,Monte Carlo Circuit 4,,fe,,!trackname
315,Monte Carlo Circuit 5,Monte Carlo Circuit 5,Monte Carlo Kurs 5,Monte Carlo Circuit 5,Monte Carlo Circuit 5,Monte Carlo Bana 5,Monte Carlo Circuit 5,,fe,,!trackname

320,NORMANDIE,NORMANDIE,NORMANDIE,NORMANDIE,NORMANDIE,NORMANDIE,NORMANDIE,IDS_FIRSTCAPSTRACKNAME,fe|needh,,!track caps name
321,SCHWARZWALD,SCHWARZWALD,SCHWARZWALD,SCHWARZWALD,SCHWARZWALD,SCHWARZWALD,SCHWARZWALD,,fe,,!track caps name
322,CORSICA,CORSICA,CORSICA,CORSICA,CORSICA,CORSICA,CORSICA,,fe,,!track caps name
323,COTE D'AZUR,COTE D'AZUR,COTE D' AZUR,COTE D' AZUR,COTE D' AZUR,COTE D' AZUR,COTE D' AZUR,,fe,,!track caps name
324,PYRENEES,PYRENEES,PYRENEES,PYRENEES,PYRENEES,PYRENEES,PYRENEES,,fe,,!track caps name
325,ALPS,ALPS,ALPS,ALPS,ALPS,ALPS,ALPS,,fe,"Note to Arlaine: Changed, but not localized",!track caps name
326,AUVERGNE,AUVERGNE,AUVERGNE,AUVERGNE,AUVERGNE,AUVERGNE,AUVERGNE,,fe,,!track caps name
327,AUTOBAHN,AUTOBAHN,AUTOBAHN,AUTOBAHN,AUTOBAHN,AUTOBAHN,AUTOBAHN,,fe,,!track caps name
328,MONTE CARLO CIRCUIT 1,MONTE CARLO CIRCUIT 1,MONTE CARLO KURS 1,MONTE CARLO CIRCUIT 1,MONTE CARLO CIRCUIT 1,MONTE CARLO CIRCUIT 1,MONTE CARLO CIRCUIT 1,,fe,,!track caps name
329,ZONE INDUSTRIELLE,ZONE INDUSTRIELLE,ZONE INDUSTRIELLE,ZONE INDUSTRIELLE,ZONE INDUSTRIELLE,ZONE INDUSTRIELLE,ZONE INDUSTRIELLE,,fe,,!track caps name
330,NORMANDIE,NORMANDIE,NORMANDIE,NORMANDIE,NORMANDIE,NORMANDIE,NORMANDIE,,fe,,!track caps name
331,SKID PAD,SKIDPAD,SKIDPAD,SKIDPAD,SKIDPAD,SKIDPAD,SKIDPAD,,fe,,!track caps name
332,MONTE CARLO CIRCUIT 2,MONTE CARLO CIRCUIT 2,MONTE CARLO KURS 2,MONTE CARLO CIRCUIT 2,MONTE CARLO CIRCUIT 2,MONTE CARLO CIRCUIT 2,MONTE CARLO CIRCUIT 2,,fe,,!track caps name
333,MONTE CARLO CIRCUIT 3,MONTE CARLO CIRCUIT 3,MONTE CARLO KURS 3,MONTE CARLO CIRCUIT 3,MONTE CARLO CIRCUIT 3,MONTE CARLO CIRCUIT 3,MONTE CARLO CIRCUIT 3,,fe,,!track caps name
334,MONTE CARLO CIRCUIT 4,MONTE CARLO CIRCUIT 4,MONTE CARLO KURS 4,MONTE CARLO CIRCUIT 4,MONTE CARLO CIRCUIT 4,MONTE CARLO CIRCUIT 4,MONTE CARLO CIRCUIT 4,,fe,,!track caps name
335,MONTE CARLO CIRCUIT 5,MONTE CARLO CIRCUIT 5,MONTE CARLO KURS 5,MONTE CARLO CIRCUIT 5,MONTE CARLO CIRCUIT 5,MONTE CARLO CIRCUIT 5,MONTE CARLO CIRCUIT 5,,fe,,!track caps name

340,Normandie,Normandie,Normandie,Normandie,Normandie,Normandie,Normandie,IDS_FIRSTSHORTTRACKNAME,fe|needh,,!shorttracknames
341,Schwarzwald,Schwarzwald,Schwarzwald,Schwarzwald,Schwarzwald,Schwarzwald,Schwarzwald,,fe,,!shorttracknames
342,Corsica,Corsica,Corsica,Corsica,Corsica,Corsica,Corsica,,fe,,!shorttracknames
343,Côte d'Azur,Côte d'Azur,Côte d'Azur,Côte d'Azur,Côte d'Azur,Côte d'Azur,Côte d'Azur,,fe,,!shorttracknames
344,Pyrénées,Pyrénées,Pyrénées,Pyrénées,Pyrénées,Pyrénées,Pyrénées,,fe,,!shorttracknames
345,Alps,Alps,Alps,Alps,Alps,Alps,Alps,,fe,"Note to Arlaine: Changed, but not localized",!shorttracknames
346,Auvergne,Auvergne,Auvergne,Auvergne,Auvergne,Auvergne,Auvergne,,fe,,!shorttracknames
347,Autobahn,Autobahn,Autobahn,Autobahn,Autobahn,Autobahn,Autobahn,,fe,,!shorttracknames
348,Monte Carlo 1,Monte Carlo 1,Monte Carlo 1,Monte Carlo 1,Monte Carlo 1,Monte Carlo 1,Monte Carlo 1,,fe,,!shorttracknames
349,Zone Industrielle,Zone Industrielle,Zone Industrielle,Zone Industrielle,Zone Industrielle,Zone Industrielle,Zone Industrielle,,fe,,!shorttracknames
350,Normandie,Normandie,Normandie,Normandie,Normandie,Normandie,Normandie,,fe,,!shorttracknames
351,Skid Pad,SkidPad,SkidPad,SkidPad,SkidPad,SkidPad,SkidPad,,fe,,!shorttracknames
352,Monte Carlo 2,Monte Carlo 2,Monte Carlo 2,Monte Carlo 2,Monte Carlo 2,Monte Carlo 2,Monte Carlo 2,,fe,,!shorttracknames
353,Monte Carlo 3,Monte Carlo 3,Monte Carlo 3,Monte Carlo 3,Monte Carlo 3,Monte Carlo 3,Monte Carlo 3,,fe,,!shorttracknames
354,Monte Carlo 4,Monte Carlo 4,Monte Carlo 4,Monte Carlo 4,Monte Carlo 4,Monte Carlo 4,Monte Carlo 4,,fe,,!shorttracknames
355,Monte Carlo 5,Monte Carlo 5,Monte Carlo 5,Monte Carlo 5,Monte Carlo 5,Monte Carlo 5,Monte Carlo 5,,fe,,!shorttracknames

360,NORMANDIE,NORMANDIE,NORMANDIE,NORMANDIE,NORMANDIE,NORMANDIE,NORMANDIE,IDS_FIRSTSHORTCAPSTRACKNAME,fe|needh,,!shortcapstracknames
361,SCHWARZWALD,SCHWARZWALD,SCHWARZWALD,SCHWARZWALD,SCHWARZWALD,SCHWARZWALD,SCHWARZWALD,,fe,,!shortcapstracknames
362,CORSICA,CORSICA,CORSICA,CORSICA,CORSICA,CORSICA,CORSICA,,fe,,!shortcapstracknames
363,COTE D'AZUR,COTE D'AZUR,COTE D' AZUR,COTE D' AZUR,COTE D' AZUR,COTE D' AZUR,COTE D' AZUR,,fe,,!shortcapstracknames
364,PYRENEES,PYRENEES,PYRENEES,PYRENEES,PYRENEES,PYRENEES,PYRENEES,,fe,,!shortcapstracknames
365,ALPS,ALPS,ALPS,ALPS,ALPS,ALPS,ALPS,,fe,"Note to Arlaine: Changed, but not localized",!shortcapstracknames
366,AUVERGNE,AUVERGNE,AUVERGNE,AUVERGNE,AUVERGNE,AUVERGNE,AUVERGNE,,fe,,!shortcapstracknames
367,AUTOBAHN,AUTOBAHN,AUTOBAHN,AUTOBAHN,AUTOBAHN,AUTOBAHN,AUTOBAHN,,fe,,!shortcapstracknames
368,MONTE CARLO 1,MONTE CARLO 1,MONTE CARLO 1,MONTE CARLO 1,MONTE CARLO 1,MONTE CARLO 1,MONTE CARLO 1,,fe,,!shortcapstracknames
369,ZONE INDUSTRIELLE,ZONE INDUSTRIELLE,ZONE INDUSTRIELLE,ZONE INDUSTRIELLE,ZONE INDUSTRIELLE,ZONE INDUSTRIELLE,ZONE INDUSTRIELLE,,fe,,!shortcapstracknames
370,NORMANDIE,NORMANDIE,NORMANDIE,NORMANDIE,NORMANDIE,NORMANDIE,NORMANDIE,,fe,,!shortcapstracknames
371,SKID PAD,SKIDPAD,SKIDPAD,SKIDPAD,SKIDPAD,SKIDPAD,SKIDPAD,,fe,,!shortcapstracknames
372,MONTE CARLO 2,MONTE CARLO 2,MONTE CARLO 2,MONTE CARLO 2,MONTE CARLO 2,MONTE CARLO 2,MONTE CARLO 2,,fe,,!shortcapstracknames
373,MONTE CARLO 3,MONTE CARLO 3,MONTE CARLO 3,MONTE CARLO 3,MONTE CARLO 3,MONTE CARLO 3,MONTE CARLO 3,,fe,,!shortcapstracknames
374,MONTE CARLO 4,MONTE CARLO 4,MONTE CARLO 4,MONTE CARLO 4,MONTE CARLO 4,MONTE CARLO 4,MONTE CARLO 4,,fe,,!shortcapstracknames
375,MONTE CARLO 5,MONTE CARLO 5,MONTE CARLO 5,MONTE CARLO 5,MONTE CARLO 5,MONTE CARLO 5,MONTE CARLO 5,,fe,,!shortcapstracknames

400,heavy,maxi,Schwer,pesante,denso,tung,intenso,IDS_HEAVY,fe|needh,,!trackstuff
401,medium,moyen,Mittel,medio,medio,medium,médio,IDS_MEDIUM,fe|needh,,!trackstuff
402,light,mini,Leicht,leggero,ligero,lätt,leve,IDS_LIGHT,fe|needh,,!trackstuff
403,none,nul,Kein,nessuno,no,ingen,nenhum,IDS_NOTRAFFIC,fe|needh,,!trackstuff
410,forward,normal,Vorwärts,normale,avance,framåt,normal,IDS_TRACKFORWARDS,fe|needh,,!trackstuff
411,backward,inverse,Rückwärts,indietro,atrás,bakåt,reversa,IDS_TRACKBACKWARDS,fe|needh,,!trackstuff
412,forward/mirrored,normal/retourné,Vorwärts/Spiegelverkehrt,normale/speculare,avance/simétrico,framåt/spegelvänt,normal/invertida,IDS_TRACKFORWARDSMIRROED,fe|needh,,!trackstuff
413,backward/mirrored,inversé/retourné,Rückwärts/Spiegelverkehrt,indietro/speculare,atrás/simétrico,bakåt/spegelvänt,reversa/invertida,IDS_TRACKBACKWARDSMIRRORED,fe|needh,,!trackstuff
415,fwd,nor,Vorwärts,nor,avz,frt,nor,IDS_TRACKFORWARDSSHORT,fe|needh,,!trackstuff
416,bkw,inv,Rückwärts,ind,atr,bakåt,rev,IDS_TRACKBACKWARDSSHORT,fe|needh,,!trackstuff
417,fwd/mir,nor/ret,Vorwärts/inv.,nor/spe,avz/smt,framåt/spegelvänt,nor/inv,IDS_TRACKFORWARDSMIRROEDSHORT,fe|needh,,!trackstuff
418,bkw/mir,inv/ret,Rückwärts/inv.,ind/spe,atr/smt,bakåt/spegelvänt,rev/inv,IDS_TRACKBACKWARDSMIRROREDSHORT,fe|needh,,!trackstuff
420,1,1,1,1,1,1,1,IDS_1LAP,fe|needh,We're doing this just so that we can use the same accessor....and so we can skip numbers a little easier (?),!trackstuff
421,2,2,2,2,2,2,2,IDS_2LAP,fe|needh,,!trackstuff
422,3,3,3,3,3,3,3,IDS_3LAP,fe|needh,,!trackstuff
423,4,4,4,4,4,4,4,IDS_4LAP,fe|needh,,!trackstuff
424,5,5,5,5,5,5,5,IDS_5LAP,fe|needh,,!trackstuff
425,6,6,6,6,6,6,6,IDS_6LAP,fe|needh,,!trackstuff
426,7,7,7,7,7,7,7,IDS_7LAP,fe|needh,,!trackstuff
427,8,8,8,8,8,8,8,IDS_8LAP,fe|needh,,!trackstuff

430,FWD,NOR,VORW.,FWD,DLT,FRT,NOR,IDS_TRACKCAPSFORWARDSHORT,fe|needh,,!trackstuff
431,BKW,INV,RÜCKW.,BKW,ATR,BKT,REV,,fe,,!trackstuff
